method,sweep,config,drift_type,seed,n_detections,n_false_alarms,false_alarms_per_year,budget_met,detection_delay,missed_detections,none_clean,accepted
kswin,kswin_budget_grid,"{'alpha': 0.005, 'window_size': 450, 'stat_size': 65, 'seed': 42}",recurring,1,38,36,31.535999999999998,False,169.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.005, 'window_size': 450, 'stat_size': 65, 'seed': 42}",recurring,2,40,38,33.288,False,104.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.005, 'window_size': 450, 'stat_size': 65, 'seed': 42}",recurring,3,37,35,30.66,False,308.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.005, 'window_size': 450, 'stat_size': 65, 'seed': 42}",recurring,4,38,36,31.535999999999998,False,37.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.005, 'window_size': 450, 'stat_size': 65, 'seed': 42}",recurring,5,39,38,33.288,False,119.0,1,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",none,1,46,46,40.296,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",none,2,42,42,36.792,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",none,3,45,45,39.42,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",none,4,45,45,39.42,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",none,5,42,42,36.792,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",sudden,1,43,42,36.792,False,156.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",sudden,2,42,42,36.792,False,,1,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",sudden,3,45,44,38.544,False,262.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",sudden,4,45,44,38.544,False,317.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",sudden,5,42,41,35.916,False,14.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",gradual,1,46,45,39.42,False,163.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",gradual,2,42,41,35.916,False,262.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",gradual,3,47,46,40.296,False,263.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",gradual,4,43,42,36.792,False,317.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",gradual,5,45,44,38.544,False,121.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",recurring,1,42,40,35.04,False,59.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",recurring,2,42,40,35.04,False,206.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",recurring,3,47,45,39.42,False,160.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",recurring,4,46,44,38.544,False,151.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 40, 'seed': 42}",recurring,5,44,43,37.668,False,108.0,1,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",none,1,11,11,9.636,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",none,2,15,15,13.139999999999999,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",none,3,10,10,8.76,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",none,4,5,5,4.38,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",none,5,8,8,7.008,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",sudden,1,11,10,8.76,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",sudden,2,15,14,12.264,False,106.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",sudden,3,13,12,10.511999999999999,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",sudden,4,11,10,8.76,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",sudden,5,7,6,5.255999999999999,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",gradual,1,15,14,12.264,False,137.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",gradual,2,12,11,9.636,False,122.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",gradual,3,12,11,9.636,False,174.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",gradual,4,11,10,8.76,False,311.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",gradual,5,11,10,8.76,False,262.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",recurring,1,15,13,11.388,False,17.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",recurring,2,14,12,10.511999999999999,False,13.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",recurring,3,13,11,9.636,False,13.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",recurring,4,12,10,8.76,False,9.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 44, 'seed': 42}",recurring,5,7,5,4.38,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",none,1,1,1,0.876,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",none,2,1,1,0.876,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",none,3,3,3,2.6279999999999997,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",none,4,4,4,3.504,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",none,5,1,1,0.876,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",sudden,1,4,3,2.6279999999999997,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",sudden,2,2,1,0.876,True,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",sudden,3,2,1,0.876,True,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",sudden,4,7,6,5.255999999999999,False,138.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",sudden,5,4,3,2.6279999999999997,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",gradual,1,6,5,4.38,False,71.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",gradual,2,5,4,3.504,False,384.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",gradual,3,5,4,3.504,False,346.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",gradual,4,7,6,5.255999999999999,False,175.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",gradual,5,6,5,4.38,False,320.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",recurring,1,2,0,0.0,True,12.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",recurring,2,3,1,0.876,True,8.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",recurring,3,4,2,1.752,True,13.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",recurring,4,4,2,1.752,True,12.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 48, 'seed': 42}",recurring,5,2,0,0.0,True,8.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",none,1,1,1,0.876,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",none,2,2,2,1.752,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",none,3,2,2,1.752,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",none,4,1,1,0.876,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",none,5,1,1,0.876,True,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",sudden,1,1,0,0.0,True,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",sudden,2,2,1,0.876,True,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",sudden,3,6,5,4.38,False,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",sudden,4,3,2,1.752,True,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",sudden,5,2,1,0.876,True,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",gradual,1,2,1,0.876,True,566.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",gradual,2,6,5,4.38,False,184.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",gradual,3,5,4,3.504,False,445.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",gradual,4,5,4,3.504,False,116.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",gradual,5,3,2,1.752,True,321.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",recurring,1,2,0,0.0,True,12.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",recurring,2,5,3,2.6279999999999997,False,11.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",recurring,3,5,3,2.6279999999999997,False,14.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",recurring,4,3,1,0.876,True,14.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 50, 'seed': 42}",recurring,5,3,1,0.876,True,29.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",none,1,5,5,4.38,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",none,2,5,5,4.38,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",none,3,5,5,4.38,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",none,4,6,6,5.255999999999999,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",none,5,4,4,3.504,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",sudden,1,5,4,3.504,False,18.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",sudden,2,6,5,4.38,False,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",sudden,3,7,6,5.255999999999999,False,17.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",sudden,4,5,4,3.504,False,18.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",sudden,5,6,5,4.38,False,18.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",gradual,1,9,8,7.008,False,239.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",gradual,2,5,4,3.504,False,148.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",gradual,3,8,7,6.132,False,341.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",gradual,4,9,8,7.008,False,101.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",gradual,5,7,6,5.255999999999999,False,296.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",recurring,1,12,10,8.76,False,17.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",recurring,2,6,4,3.504,False,13.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",recurring,3,11,9,7.8839999999999995,False,19.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",recurring,4,5,3,2.6279999999999997,False,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 55, 'seed': 42}",recurring,5,5,3,2.6279999999999997,False,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",none,1,38,38,33.288,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",none,2,38,38,33.288,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",none,3,40,40,35.04,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",none,4,41,41,35.916,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",none,5,44,44,38.544,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",sudden,1,40,39,34.164,False,17.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",sudden,2,43,42,36.792,False,23.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",sudden,3,40,39,34.164,False,17.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",sudden,4,41,40,35.04,False,324.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",sudden,5,40,39,34.164,False,16.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",gradual,1,41,40,35.04,False,104.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",gradual,2,41,40,35.04,False,33.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",gradual,3,41,40,35.04,False,62.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",gradual,4,44,43,37.668,False,293.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",gradual,5,42,41,35.916,False,61.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",recurring,1,39,37,32.412,False,69.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",recurring,2,41,40,35.04,False,5.0,1,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",recurring,3,41,39,34.164,False,136.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",recurring,4,41,39,34.164,False,127.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 60, 'seed': 42}",recurring,5,44,42,36.792,False,19.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",none,1,59,59,51.684,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",none,2,59,59,51.684,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",none,3,60,60,52.559999999999995,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",none,4,61,61,53.436,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",none,5,57,57,49.931999999999995,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",sudden,1,58,57,49.931999999999995,False,122.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",sudden,2,59,58,50.808,False,121.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",sudden,3,60,59,51.684,False,212.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",sudden,4,61,60,52.559999999999995,False,170.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",sudden,5,59,58,50.808,False,168.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",gradual,1,59,58,50.808,False,155.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",gradual,2,58,57,49.931999999999995,False,152.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",gradual,3,60,59,51.684,False,213.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",gradual,4,61,60,52.559999999999995,False,201.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",gradual,5,57,56,49.056,False,205.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",recurring,1,59,57,49.931999999999995,False,148.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",recurring,2,59,57,49.931999999999995,False,219.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",recurring,3,61,59,51.684,False,163.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",recurring,4,60,59,51.684,False,58.0,1,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 300, 'stat_size': 65, 'seed': 42}",recurring,5,60,58,50.808,False,59.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",none,1,30,30,26.279999999999998,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",none,2,31,31,27.156,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",none,3,29,29,25.404,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",none,4,30,30,26.279999999999998,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",none,5,30,30,26.279999999999998,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",sudden,1,32,31,27.156,False,167.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",sudden,2,32,32,28.032,False,,1,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",sudden,3,32,31,27.156,False,14.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",sudden,4,32,31,27.156,False,307.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",sudden,5,31,30,26.279999999999998,False,169.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",gradual,1,32,31,27.156,False,214.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",gradual,2,33,32,28.032,False,359.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",gradual,3,30,29,25.404,False,138.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",gradual,4,31,30,26.279999999999998,False,321.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",gradual,5,31,30,26.279999999999998,False,169.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",recurring,1,31,29,25.404,False,123.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",recurring,2,32,30,26.279999999999998,False,30.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",recurring,3,33,31,27.156,False,297.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",recurring,4,31,29,25.404,False,23.5,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 40, 'seed': 42}",recurring,5,31,29,25.404,False,136.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",none,1,8,8,7.008,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",none,2,12,12,10.511999999999999,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",none,3,5,5,4.38,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",none,4,7,7,6.132,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",none,5,7,7,6.132,False,,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",sudden,1,9,8,7.008,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",sudden,2,4,3,2.6279999999999997,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",sudden,3,10,9,7.8839999999999995,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",sudden,4,13,12,10.511999999999999,False,15.0,0,False,False
kswin,kswin_budget_grid,"{'alpha': 0.01, 'window_size': 450, 'stat_size': 44, 'seed': 42}",sudden,5,9,8,7.008,False,15.0,0,False,False
